"unique_key","created_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","status","community_board","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","latitude","longitude","location"
"67085455","2025-12-06T12:55:20.000","DOHMH","Department of Health and Mental Hygiene","Rodent","Rat Sighting","Street","11233","499 HANCOCK STREET","HANCOCK STREET","MARCUS GARVEY BOULEVARD","LEWIS AVENUE","MARCUS GARVEY BOULEVARD","LEWIS AVENUE","ADDRESS","In Progress","03 BROOKLYN","BROOKLYN","1002046","188547","ONLINE","Unspecified","BROOKLYN","40.68417683896681","-73.93583480345285","@{latitude=40.68417683896681; longitude=-73.93583480345285; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076778","2025-12-06T12:55:20.000","DSNY","Department of Sanitation","Missed Collection","Compost","Street","11204","1832 64 STREET","64 STREET","18 AVENUE","19 AVENUE","18 AVENUE","19 AVENUE","ADDRESS","In Progress","11 BROOKLYN","BROOKLYN","987368","164885","PHONE","Unspecified","BROOKLYN","40.61924714352735","-73.98876868672629","@{latitude=40.61924714352735; longitude=-73.98876868672629; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079447","2025-12-06T12:55:18.000","DPR","Department of Parks and Recreation","Dead/Dying Tree","Planted Less Than 2 Years Ago","Street","11366","164-05 73 AVENUE","73 AVENUE","164 STREET","166 STREET","164 STREET","166 STREET","ADDRESS","In Progress","08 QUEENS","QUEENS","1038357","204512","ONLINE","Unspecified","QUEENS","40.72784940501546","-73.80478399088662","@{latitude=40.72784940501546; longitude=-73.80478399088662; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67084028","2025-12-06T12:55:12.000","DOHMH","Department of Health and Mental Hygiene","Smoking or Vaping","Allowed in Smoke Free Area","Residential Building","10301","5 STUYVESANT PLACE","STUYVESANT PLACE","RICHMOND TERRACE","HAMILTON AVENUE","RICHMOND TERRACE","HAMILTON AVENUE","ADDRESS","In Progress","01 STATEN ISLAND","STATEN ISLAND","962431","174626","ONLINE","Unspecified","STATEN ISLAND","40.64595779613522","-74.0786254518305","@{latitude=40.64595779613522; longitude=-74.0786254518305; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078041","2025-12-06T12:54:41.000","DOHMH","Department of Health and Mental Hygiene","Indoor Air Quality","Chemical Vapors/Gases/Odors","Other (Explain Below)","10475","100 BELLAMY LOOP","BELLAMY LOOP","CO-OP CITY BOULEVARD","BROUN PLACE","CO-OP CITY BOULEVARD","BROUN PLACE","ADDRESS","In Progress","10 BRONX","BRONX","1032553","257203","ONLINE","Unspecified","BRONX","40.872505081004704","-73.8253455026969","@{latitude=40.872505081004704; longitude=-73.8253455026969; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67085360","2025-12-06T12:53:54.000","DHS","Department of Homeless Services","Homeless Person Assistance","Chronic","Store/Commercial","10023","2159 BROADWAY","BROADWAY","WEST 75 STREET","WEST 76 STREET","WEST   75 STREET","WEST   76 STREET","ADDRESS","Closed","07 MANHATTAN","MANHATTAN","989481","224051","MOBILE","Unspecified","MANHATTAN","40.78164292530548","-73.98111151795403","@{latitude=40.78164292530548; longitude=-73.98111151795403; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67073932","2025-12-06T12:53:00.000","DEP","Department of Environmental Protection","Sewer","Manhole Overflow (Use Comments) (SA1)",,"11385",,,,,"CYPRESS HILLS STREET","MYRTLE AVENUE","INTERSECTION","Open","05 QUEENS","QUEENS","1014510","194726","ONLINE","Unspecified","QUEENS","40.70110291766586","-73.89086692845888","@{latitude=40.70110291766586; longitude=-73.89086692845888; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67075372","2025-12-06T12:53:00.000","DEP","Department of Environmental Protection","Water System","Hydrant Knocked Over/Missing (WC)",,"11378","66-57 JAY AVENUE","JAY AVENUE","BEND","68 ST",,,"ADDRESS","Open","05 QUEENS","QUEENS","1012778","204629","PHONE","Unspecified","QUEENS","40.72829002064752","-73.89707143618261","@{latitude=40.72829002064752; longitude=-73.89707143618261; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079695","2025-12-06T12:52:49.000","DOHMH","Department of Health and Mental Hygiene","Smoking or Vaping","Allowed in Smoke Free Area","Residential Building","10301","5 STUYVESANT PLACE","STUYVESANT PLACE","RICHMOND TERRACE","HAMILTON AVENUE","RICHMOND TERRACE","HAMILTON AVENUE","ADDRESS","In Progress","01 STATEN ISLAND","STATEN ISLAND","962431","174626","ONLINE","Unspecified","STATEN ISLAND","40.64595779613522","-74.0786254518305","@{latitude=40.64595779613522; longitude=-74.0786254518305; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082523","2025-12-06T12:52:40.000","DSNY","Department of Sanitation","Obstruction","Cone","Street","11378","64-21 58 ROAD","58 ROAD","64 STREET","66 STREET","64 STREET","66 STREET","ADDRESS","In Progress","05 QUEENS","QUEENS","1011920","201916","ONLINE","Unspecified","QUEENS","40.7208462241554","-73.90017823809329","@{latitude=40.7208462241554; longitude=-73.90017823809329; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078313","2025-12-06T12:52:34.000","DOHMH","Department of Health and Mental Hygiene","Rodent","Condition Attracting Rodents","3+ Family Apt. Building","11230","1170 OCEAN AVENUE","OCEAN AVENUE","FARRAGUT ROAD","GLENWOOD ROAD","FARRAGUT ROAD","GLENWOOD ROAD","ADDRESS","In Progress","14 BROOKLYN","BROOKLYN","995923","170222","PHONE","Unspecified","BROOKLYN","40.633888944680244","-73.95794358913294","@{latitude=40.633888944680244; longitude=-73.95794358913294; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076766","2025-12-06T12:52:25.000","DSNY","Department of Sanitation","Dirty Condition","Trash","Gutter","11103","45-18 NEWTOWN ROAD","NEWTOWN ROAD","45 STREET","46 STREET","45 STREET","46 STREET","ADDRESS","Closed","01 QUEENS","QUEENS","1008169","215589","ONLINE","Unspecified","QUEENS","40.75838613270952","-73.91366164683005","@{latitude=40.75838613270952; longitude=-73.91366164683005; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078030","2025-12-06T12:51:29.000","DPR","Department of Parks and Recreation","Damaged Tree","Tree Alive - in Poor Condition","Street","11223","2271 WEST    1 STREET","WEST    1 STREET","VILLAGE ROAD SOUTH","AVENUE W","VILLAGE ROAD SOUTH","AVENUE W","ADDRESS","In Progress","15 BROOKLYN","BROOKLYN","992118","155407","UNKNOWN","Unspecified","BROOKLYN","40.59322902668465","-73.97166980671344","@{latitude=40.59322902668465; longitude=-73.97166980671344; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67084026","2025-12-06T12:50:39.000","DOHMH","Department of Health and Mental Hygiene","Smoking or Vaping","Allowed in Smoke Free Area","Residential Building","10301","5 STUYVESANT PLACE","STUYVESANT PLACE","RICHMOND TERRACE","HAMILTON AVENUE","RICHMOND TERRACE","HAMILTON AVENUE","ADDRESS","In Progress","01 STATEN ISLAND","STATEN ISLAND","962431","174626","ONLINE","Unspecified","STATEN ISLAND","40.64595779613522","-74.0786254518305","@{latitude=40.64595779613522; longitude=-74.0786254518305; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076790","2025-12-06T12:50:15.000","DOHMH","Department of Health and Mental Hygiene","Building Drinking Water Tank","Unsanitary Condition","Inside","10452","100 WEST  163 STREET","WEST  163 STREET","WOODYCREST AVENUE","OGDEN AVENUE","WOODYCREST AVENUE","OGDEN AVENUE","ADDRESS","In Progress","04 BRONX","BRONX","1003804","242458","ONLINE","Unspecified","BRONX","40.83214495820546","-73.9293393689272","@{latitude=40.83214495820546; longitude=-73.9293393689272; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67080942","2025-12-06T12:50:05.000","DOT","Department of Transportation","Sidewalk Condition","Broken Sidewalk","Sidewalk","11203","346 EAST   53 STREET","EAST   53 STREET","CHURCH AVENUE","SNYDER AVENUE","CHURCH AVENUE","SNYDER AVENUE","ADDRESS","In Progress","17 BROOKLYN","BROOKLYN","1004390","176585","PHONE","Unspecified","BROOKLYN","40.65133880212788","-73.92741902534105","@{latitude=40.65133880212788; longitude=-73.92741902534105; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076867","2025-12-06T12:50:00.000","DEP","Department of Environmental Protection","Sewer","Catch Basin Sunken/Damaged/Raised (SC1)",,"11373","94-40 CORONA AVENUE","CORONA AVENUE","94 ST","JUNCTION BLVD",,,"ADDRESS","Open","04 QUEENS","QUEENS","1020410","209742","ONLINE","Unspecified","QUEENS","40.7422960223225","-73.86950785862933","@{latitude=40.7422960223225; longitude=-73.86950785862933; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078328","2025-12-06T12:48:39.000","DOHMH","Department of Health and Mental Hygiene","Smoking or Vaping","Allowed in Smoke Free Area","Residential Building","10301","5 STUYVESANT PLACE","STUYVESANT PLACE","RICHMOND TERRACE","HAMILTON AVENUE","RICHMOND TERRACE","HAMILTON AVENUE","ADDRESS","In Progress","01 STATEN ISLAND","STATEN ISLAND","962431","174626","ONLINE","Unspecified","STATEN ISLAND","40.64595779613522","-74.0786254518305","@{latitude=40.64595779613522; longitude=-74.0786254518305; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079590","2025-12-06T12:47:53.000","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","10023","2159 BROADWAY","BROADWAY","WEST   75 STREET","WEST   76 STREET","WEST   75 STREET","WEST   76 STREET","ADDRESS","In Progress","07 MANHATTAN","MANHATTAN","989481","224051","MOBILE","Unspecified","MANHATTAN","40.78164292530548","-73.98111151795403","@{latitude=40.78164292530548; longitude=-73.98111151795403; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67075059","2025-12-06T12:47:00.000","DOHMH","Department of Health and Mental Hygiene","Indoor Air Quality","Ventilation","3+ Family Apartment Building","10473","1965 LAFAYETTE AVENUE","LAFAYETTE AVENUE","STICKBALL BOULEVARD","PUGSLEY AVENUE","STICKBALL BOULEVARD","PUGSLEY AVENUE","ADDRESS","In Progress","09 BRONX","BRONX","1024052","238896","PHONE","Unspecified","BRONX","40.82230025720139","-73.85619211834099","@{latitude=40.82230025720139; longitude=-73.85619211834099; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67084027","2025-12-06T12:46:39.000","DOHMH","Department of Health and Mental Hygiene","Smoking or Vaping","Allowed in Smoke Free Area","Residential Building","10301","5 STUYVESANT PLACE","STUYVESANT PLACE","RICHMOND TERRACE","HAMILTON AVENUE","RICHMOND TERRACE","HAMILTON AVENUE","ADDRESS","In Progress","01 STATEN ISLAND","STATEN ISLAND","962431","174626","ONLINE","Unspecified","STATEN ISLAND","40.64595779613522","-74.0786254518305","@{latitude=40.64595779613522; longitude=-74.0786254518305; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67085383","2025-12-06T12:46:38.000","DSNY","Department of Sanitation","Illegal Dumping","Removal Request","Street","11236","8922 BEDELL LANE","BEDELL LANE","EAST   89 STREET","REMSEN AVENUE","EAST   89 STREET","REMSEN AVENUE","ADDRESS","In Progress","18 BROOKLYN","BROOKLYN","1009017","173776","PHONE","Unspecified","BROOKLYN","40.64361697699913","-73.91075446512401","@{latitude=40.64361697699913; longitude=-73.91075446512401; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078159","2025-12-06T12:46:31.000","DOT","Department of Transportation","Street Condition","Rough, Pitted or Cracked Roads","Street","11365","48-57 UTOPIA PARKWAY","UTOPIA PARKWAY","186 STREET","PIDGEON MEADOW ROAD","186 STREET","PIDGEON MEADOW ROAD","ADDRESS","In Progress","11 QUEENS","QUEENS","1041788","211767","ONLINE","Unspecified","QUEENS","40.74774087550175","-73.7923430658265","@{latitude=40.74774087550175; longitude=-73.7923430658265; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67085191","2025-12-06T12:46:28.000","DPR","Department of Parks and Recreation","Illegal Tree Damage","Bicycle Chained to Tree","Street","10013","14 NORTH MOORE STREET","NORTH MOORE STREET","WEST BROADWAY","VARICK STREET","WEST BROADWAY","VARICK STREET","ADDRESS","In Progress","01 MANHATTAN","MANHATTAN","982399","201504","ONLINE","Unspecified","MANHATTAN","40.7197584629273","-74.00667752171445","@{latitude=40.7197584629273; longitude=-74.00667752171445; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67083895","2025-12-06T12:45:57.000","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","10034","37 PARK TERRACE EAST","PARK TERRACE EAST","DEAD END","WEST  215 STREET","DEAD END","WEST  215 STREET","ADDRESS","Closed","12 MANHATTAN","MANHATTAN","1007133","256256","MOBILE","Unspecified","MANHATTAN","40.87000836316688","-73.91726255621008","@{latitude=40.87000836316688; longitude=-73.91726255621008; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67080943","2025-12-06T12:44:17.000","DOT","Department of Transportation","Sidewalk Condition","Broken Sidewalk","Sidewalk","10023","73 WEST   71 STREET","WEST   71 STREET","CENTRAL PARK WEST","COLUMBUS AVENUE","CENTRAL PARK WEST","COLUMBUS AVENUE","ADDRESS","In Progress","07 MANHATTAN","MANHATTAN","990171","222161","MOBILE","Unspecified","MANHATTAN","40.77645493932821","-73.97862168051583","@{latitude=40.77645493932821; longitude=-73.97862168051583; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078348","2025-12-06T12:44:00.000","DEP","Department of Environmental Protection","Noise","Noise: Construction Before/After Hours (NM1)",,"10021","1425 YORK AVENUE","YORK AVENUE","E 75 ST","E 76 ST",,,"ADDRESS","Open","08 MANHATTAN","MANHATTAN","997539","219531","ONLINE","Unspecified","MANHATTAN","40.76922827187109","-73.95202403798255","@{latitude=40.76922827187109; longitude=-73.95202403798255; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079973","2025-12-06T12:43:39.000","DPR","Department of Parks and Recreation","Violation of Park Rules","Obstructing Public Use","Park","10028","1000 5 AVENUE","5 AVENUE","EAST   81 STREET","EAST   82 STREET","EAST   81 STREET","EAST   82 STREET","ADDRESS","Closed","64 MANHATTAN","MANHATTAN","994623","222956","UNKNOWN","Unspecified","MANHATTAN","40.77863290127972","-73.96254609596876","@{latitude=40.77863290127972; longitude=-73.96254609596876; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67081080","2025-12-06T12:43:04.000","DSNY","Department of Sanitation","Vendor Enforcement","Non-Food Vendor","Street","10038","222 BROADWAY","BROADWAY","FULTON STREET","ANN STREET","FULTON STREET","ANN STREET","ADDRESS","Closed","01 MANHATTAN","MANHATTAN","981849","198427","ONLINE","Unspecified","MANHATTAN","40.711312701951","-74.00866056088664","@{latitude=40.711312701951; longitude=-74.00866056088664; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076758","2025-12-06T12:42:15.000","DSNY","Department of Sanitation","Missed Collection","Recycling - Paper/Metal/Glass/Rigid Plastic","Street","10312","739 LEVERETT AVENUE","LEVERETT AVENUE","WAINWRIGHT AVENUE","POMPEY AVENUE","WAINWRIGHT AVENUE","POMPEY AVENUE","ADDRESS","In Progress","03 STATEN ISLAND","STATEN ISLAND","936525","141318","PHONE","Unspecified","STATEN ISLAND","40.554432559200805","-74.17174303861275","@{latitude=40.554432559200805; longitude=-74.17174303861275; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082496","2025-12-06T12:42:03.000","DSNY","Department of Sanitation","Missed Collection","Trash","Street","11214","153 BAY   40 STREET","BAY   40 STREET","BENSON AVENUE","BATH AVENUE","BENSON AVENUE","BATH AVENUE","ADDRESS","In Progress","11 BROOKLYN","BROOKLYN","987151","155860","PHONE","Unspecified","BROOKLYN","40.59447543811216","-73.9895542166272","@{latitude=40.59447543811216; longitude=-73.9895542166272; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082555","2025-12-06T12:41:40.000","DOT","Department of Transportation","Outdoor Dining","Restaurant Status","Street","11209","8801 3 AVENUE","3 AVENUE","88 STREET","89 STREET","88 STREET","89 STREET","ADDRESS","In Progress","10 BROOKLYN","BROOKLYN","975458","165869","ONLINE","Unspecified","BROOKLYN","40.621944204664075","-74.03167084613852","@{latitude=40.621944204664075; longitude=-74.03167084613852; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67077047","2025-12-06T12:41:40.000","DOB","Department of Buildings","Building/Use","Illegal Conversion Of Residential Building/Space",,"10314","3130 VICTORY BOULEVARD","VICTORY BOULEVARD",,,,,"ADDRESS","Open","02 STATEN ISLAND","STATEN ISLAND","938724","160470","UNKNOWN","Unspecified","STATEN ISLAND","40.607012482177375","-74.163958743266","@{latitude=40.607012482177375; longitude=-74.163958743266; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
